1.204512176513671875e+02,-1.105156421661376953e+01,-2.037886857986450195e+00,-2.107553482055664062e+01,-5.327991247177124023e-01,3.304088354110717773e+00,-1.016905498504638672e+01,6.703155517578125000e+00,-4.439120292663574219e+00,-2.134297943115234375e+01,-1.435490548610687256e-01,-1.051731014251708984e+01,-6.668271064758300781e+00,3.188397645950317383e+00,2.819061756134033203e+00,-1.785807609558105469e+00,-1.161981964111328125e+01,7.412029266357421875e+00,-2.461673021316528320e+00,-5.641458034515380859e+00,-9.941408157348632812e+00,-1.661065292358398438e+01,-7.508240342140197754e-01,-3.925034999847412109e+00,-5.960147380828857422e+00,9.223494529724121094e+00,1.589649677276611328e+01,8.179366588592529297e-03,-1.393140983581542969e+01,4.556842803955078125e+00,1.239613628387451172e+01,-5.971125960350036621e-01,-1.042834568023681641e+01,-5.131689071655273438e+00,-2.203567981719970703e+00,2.799695432186126709e-01,-1.643336534500122070e+00,-2.551353931427001953e+00,-3.912017345428466797e+00,-1.370627760887145996e+00
1.159343872070312500e+02,-1.163948345184326172e+01,-3.489166259765625000e+00,-1.634332847595214844e+01,1.936231493949890137e+00,-2.209050893783569336e+00,-8.160062789916992188e+00,5.562874317169189453e+00,-1.140081644058227539e+00,-1.893371582031250000e+01,-8.103095293045043945e-01,-7.762547969818115234e+00,-9.227756857872009277e-01,4.208596706390380859e+00,-5.351943016052246094e+00,-1.700501680374145508e+00,-1.328575325012207031e+01,1.037055206298828125e+01,-5.636734008789062500e+00,-6.506752967834472656e+00,-1.082249069213867188e+01,-1.621820259094238281e+01,-3.532211780548095703e+00,-6.769818782806396484e+00,-7.242725372314453125e+00,1.317940425872802734e+01,1.751919555664062500e+01,-1.491166234016418457e+00,-1.703443717956542969e+01,4.111024856567382812e+00,1.522565746307373047e+01,5.811756253242492676e-01,-4.649778366088867188e+00,-6.665664196014404297e+00,-2.298932075500488281e+00,3.583835363388061523e-01,-4.044053077697753906e+00,-5.178884029388427734e+00,-2.810304880142211914e+00,1.747666835784912109e+00
1.205918502807617188e+02,-1.355465888977050781e+01,2.378272533416748047e+00,-5.547793388366699219e+00,-2.008151292800903320e+00,-2.169873714447021484e+00,-7.473804473876953125e+00,-1.794785022735595703e+00,8.268890380859375000e+00,-1.589686965942382812e+01,-3.540483713150024414e+00,-1.242221355438232422e+01,-1.530392169952392578e-01,3.605428457260131836e+00,6.172507286071777344e+00,-6.955027103424072266e+00,-5.317162036895751953e+00,8.254973411560058594e+00,-3.339245796203613281e+00,-9.381461143493652344e+00,-2.944340467453002930e+00,-2.613227653503417969e+01,-4.578237056732177734e+00,-4.445243835449218750e+00,-6.744156837463378906e+00,7.297081947326660156e+00,1.590285110473632812e+01,-3.290464878082275391e+00,-1.647953033447265625e+01,5.945681571960449219e+00,1.189531922340393066e+00,5.670640468597412109e+00,-6.435843944549560547e+00,3.752962589263916016e+00,3.419178247451782227e+00,-4.354065418243408203e+00,-6.087240219116210938e+00,-7.000718593597412109e+00,-6.274103164672851562e+00,-9.624291419982910156e+00
1.194342803955078125e+02,-1.352075290679931641e+01,2.019604206085205078e+00,-4.385483264923095703e+00,-5.889389991760253906e+00,-1.859242916107177734e-01,-1.010547542572021484e+01,-1.785046815872192383e+00,3.036360740661621094e+00,-1.761153984069824219e+01,4.261194765567779541e-01,-1.136206245422363281e+01,-3.550134181976318359e+00,2.105774402618408203e+00,3.907870292663574219e+00,-3.540450096130371094e+00,-3.100644111633300781e+00,6.839334487915039062e+00,-2.366353273391723633e-01,-8.862590789794921875e+00,-5.544219017028808594e+00,-2.173500251770019531e+01,-4.594535350799560547e+00,-5.056651592254638672e+00,-1.005620479583740234e+01,9.633685111999511719e+00,1.598131084442138672e+01,6.846251487731933594e-01,-1.713896179199218750e+01,4.720655441284179688e+00,3.893886089324951172e+00,1.630403041839599609e+00,-6.394408702850341797e+00,-2.688799142837524414e+00,1.616303086280822754e+00,-4.580898284912109375e+00,1.296914458274841309e+00,-3.320638895034790039e+00,-7.653733730316162109e+00,-6.131107330322265625e+00
1.068754425048828125e+02,-1.929769706726074219e+01,-8.300602912902832031e+00,-2.429857730865478516e+00,3.781642913818359375e+00,-5.344277381896972656e+00,-9.225072860717773438e+00,1.827946186065673828e+00,2.208432197570800781e+00,-1.959913825988769531e+01,-3.390839815139770508e+00,-1.322631740570068359e+01,-6.803276062011718750e+00,-4.664098262786865234e+00,7.467983245849609375e+00,5.836324691772460938e+00,-2.565932512283325195e+00,2.365204334259033203e+00,-2.632097482681274414e+00,-2.121334791183471680e+00,-7.195497989654541016e+00,-1.863933753967285156e+01,-5.562281608581542969e+00,-4.791829109191894531e+00,-7.416351318359375000e+00,2.724007987976074219e+01,2.347761154174804688e+01,1.307355165481567383e+00,-1.741214561462402344e+01,-2.954947352409362793e-01,1.048556327819824219e+00,9.590989112854003906e+00,-9.653594017028808594e+00,-7.358921051025390625e+00,1.221637248992919922e+00,-6.646903514862060547e+00,5.235078811645507812e+00,-3.388340175151824951e-01,-3.420016288757324219e+00,-1.233429908752441406e+01
1.105506134033203125e+02,-1.643232917785644531e+01,-4.895204544067382812e+00,-1.156935787200927734e+01,-3.093272149562835693e-01,-6.524282932281494141e+00,-4.820496082305908203e+00,1.805061578750610352e+00,4.149901866912841797e+00,-1.913618850708007812e+01,-4.711087346076965332e-01,-1.162694835662841797e+01,-7.445082187652587891e+00,-2.122069895267486572e-02,-1.628004550933837891e+00,4.395686149597167969e+00,-2.930836439132690430e+00,2.070329427719116211e+00,-5.509869098663330078e+00,-5.979646205902099609e+00,-5.374488830566406250e+00,-2.041271209716796875e+01,-4.311376094818115234e+00,-1.229074001312255859e+01,-5.858851909637451172e+00,2.205893707275390625e+01,3.159024238586425781e+01,1.003702759742736816e+00,-1.552326488494873047e+01,-1.835683345794677734e+00,-2.052183628082275391e+00,1.068156623840332031e+01,-6.643516540527343750e+00,-6.037372112274169922e+00,4.833378791809082031e+00,-4.641047954559326172e+00,-5.039281845092773438e-01,8.717904686927795410e-01,-6.256361007690429688e+00,-4.546201229095458984e+00
1.161968460083007812e+02,-1.396444225311279297e+01,-4.339660644531250000e+00,-1.044077396392822266e+01,-5.721376895904541016e+00,-1.231912136077880859e+00,-6.651124000549316406e+00,-5.308411121368408203e+00,8.229230642318725586e-01,-1.177973747253417969e+01,1.853710532188415527e+00,-9.231711387634277344e+00,-2.775037288665771484e+00,-6.725937128067016602e-01,-2.814796209335327148e+00,-3.416084527969360352e+00,-5.561443805694580078e+00,1.075852870941162109e+01,-3.796931266784667969e+00,-3.331394672393798828e+00,-8.320459723472595215e-02,-1.900638580322265625e+01,5.539076805114746094e+00,1.203695297241210938e+00,-5.948372840881347656e+00,5.715788364410400391e+00,1.378551101684570312e+01,-1.673630595207214355e+00,-1.266296577453613281e+01,-3.372022628784179688e+00,-2.190868854522705078e+00,6.597845554351806641e-01,-5.512979984283447266e+00,-2.423726558685302734e+00,1.281657886505126953e+01,-2.944386005401611328e+00,-2.529933452606201172e+00,-4.372493743896484375e+00,-8.350845336914062500e+00,-8.627910614013671875e+00
1.156675567626953125e+02,-1.479209327697753906e+01,-1.822671651840209961e+00,-9.282431602478027344e+00,-4.371343612670898438e+00,-2.330770492553710938e+00,-7.093441009521484375e+00,-6.110947132110595703e+00,-3.802746534347534180e+00,-1.432696247100830078e+01,-5.597096681594848633e-01,-9.127374649047851562e+00,1.957790374755859375e+00,-3.476560115814208984e-03,-1.415223479270935059e+00,7.327994108200073242e-01,-7.509313583374023438e+00,1.009410667419433594e+01,-4.767343521118164062e+00,-3.448848724365234375e+00,-1.969670057296752930e+00,-1.933186912536621094e+01,3.599426746368408203e+00,3.117603659629821777e-01,-9.098535537719726562e+00,7.860688209533691406e+00,1.173750400543212891e+01,-2.868357300758361816e-01,-1.465999984741210938e+01,1.091435670852661133e+00,2.446683883666992188e+00,-3.989399909973144531e+00,-3.793539762496948242e+00,-2.067515134811401367e+00,4.991647243499755859e+00,-2.242540121078491211e-01,-5.182893276214599609e+00,-2.388237714767456055e+00,-4.047225952148437500e+00,-4.323101043701171875e+00
1.124663314819335938e+02,-1.137045764923095703e+01,2.143936634063720703e+00,-1.489689922332763672e+01,2.762901544570922852e+00,2.786883711814880371e-01,-1.021918773651123047e+01,1.016485977172851562e+01,-3.329273939132690430e+00,-2.026193428039550781e+01,5.899924755096435547e+00,-5.615786552429199219e+00,-1.287617969512939453e+01,7.024832963943481445e-01,3.356603384017944336e+00,-4.216928958892822266e+00,-7.791095256805419922e+00,-1.545286417007446289e+00,3.528540432453155518e-01,-5.456367015838623047e+00,-1.064850807189941406e+01,-2.004658317565917969e+01,-5.470149993896484375e+00,-5.760896682739257812e+00,-1.056450366973876953e+01,1.553479766845703125e+01,2.738230323791503906e+01,7.332561016082763672e+00,-2.032259941101074219e+01,3.475467205047607422e+00,2.619385719299316406e+00,1.107567310333251953e+00,-1.081728935241699219e+01,-7.438345909118652344e+00,5.657389640808105469e+00,-8.397533416748046875e+00,8.576285362243652344e+00,-4.020300865173339844e+00,-4.922729969024658203e+00,-5.890471458435058594e+00
1.156781311035156250e+02,-1.158422851562500000e+01,6.299151420593261719e+00,-1.860870742797851562e+01,2.697213411331176758e+00,-3.517678022384643555e+00,-9.327437400817871094e+00,7.648324012756347656e+00,-5.318430900573730469e+00,-1.738805961608886719e+01,5.448836684226989746e-01,-9.354369163513183594e+00,-1.050937271118164062e+01,3.977976083755493164e+00,-7.504686713218688965e-01,2.512729465961456299e-01,-9.916186332702636719e+00,-8.027180433273315430e-01,-1.438195466995239258e+00,-9.206833839416503906e+00,-1.207359218597412109e+01,-1.899697875976562500e+01,-5.384790420532226562e+00,-8.668116569519042969e+00,-6.598247051239013672e+00,2.067223548889160156e+01,2.472042083740234375e+01,2.043922662734985352e+00,-1.639814376831054688e+01,-3.386213302612304688e+00,5.391276836395263672e+00,-3.260264396667480469e+00,-6.447237014770507812e+00,-2.946236371994018555e+00,1.158954977989196777e+00,-3.998070478439331055e+00,4.412661552429199219e+00,1.548151612281799316e+00,-6.225833892822265625e+00,2.142993688583374023e+00
